,domains,counts
229,"['thiovirid_RiPP', 'Pyr_redox_2', 'DNA_alkylation', 'DivI1A_domain', 'PA_CoA_Oxy5', 'mycofact_TetR', 'cyc_hxne_CoA_dh', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'CoA_transf_3', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'Glycos_transf_2']",1
230,"['udk', 'Ribonuc_L-PSP', 'RutC', 'AA_permease', 'pcaR_pcaU', 'actino_HemFlav', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'GerE', 'Response_reg', 'HisKA_3', 'GAF_2', 'Fe-ADH', 'MFS_1', 'TetR_C_11', 'TetR_N', 'HTH_IclR']",1
231,"['xylG', 'BPD_transp_2', 'BPD_transp_2', 'adh_short_C2', 'DJ-1_PfpI', 'MR_MLE_C', 'MR_MLE_N', 'actino_HemFlav', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'GerE', 'amphi-Trp', 'Lsr2', 'recomb_XerC', 'NHEJ_ligase_prk', 'Abhydrolase_1', 'NHEJ_ligase_lig', 'Acetyltransf_1']",1
232,"['xylG', 'ROK_glcA_fam', 'HATPase_c_2', 'DUF779', 'Aldedh', 'Trans_reg_C', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'Ac_CoA_lig_AcsA', 'adk', 'SpoIIE', 'GAF', 'HATPase_c_2', 'proC', 'P5CR_dimer']",1
233,"['recomb_XerC', 'Peptidase_M20', 'Recombinase', 'Resolvase', 'Zn_ribbon_recom', 'mycofact_creat', 'mycofact_glyco', 'SDR_subfam_2', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'adh_short_C2', 'AMP-binding', 'AMP-binding_C', 'adh_short_C2', 'FAA_hydrolase', 'DUF2437', 'TetR_C_24', 'accC', 'pyruv_carbox', 'citE']",1
234,"['quinone_pig3', 'mycofact_creat', 'AHSA1', 'mycofact_OYE_2', 'SDR_subfam_1', 'mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'HTH_23', 'drrA', 'MarR_2', 'HTH_IclR', 'MerR', 'HTH_Crp_2', 'DNA_alkylation', 'SRAP']",1
235,"['mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'TRX_reduct', 'Rv0697', 'mycofact_TetR', 'HTH_23', 'mycofactocin', 'Mycofactocin_RRE', 'nickel_nikE', 'nickel_nikD', 'nickel_nikC', 'nickel_nikB', 'SBP_bac_5', 'Amidohydro_2', 'tdh']",1
236,"['purF', 'DUF3169', 'SCP_3', 'purD', 'SAICAR_synt', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'VWA_2', 'actino_HemFlav']",1
237,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'G3P_acyltransf', 'adh_short_C2', 'AMP-binding', 'AMP-binding_C', 'DLH', 'Methyltransf_11', 'APH']",1
238,"['nickel_nikB', 'nickel_nikC', 'nickel_nikD', 'mycofact_OYE_2', 'SDR_subfam_1', 'mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'Flavodoxin_2', 'HxlR', 'Response_reg', 'GerE', 'HisKA_3', 'HATPase_c_2', 'Fe-ADH']",1
239,"['nickel_nikB', 'nickel_nikC', 'nickel_nikD', 'nickel_nikE', 'DUF808', 'HNH_5', 'zf-RVT', 'glycerol3P_GlpA', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_glyco', 'glgC', 'Peripla_BP_6', 'TRAP_alpha', 'BPD_transp_2', 'BPD_transp_2', 'AMP-binding', 'Dimerisation', 'urea_trans_UrtD']",1
240,"['nickel_nikC', 'nickel_nikB', 'Lactamase_B', 'TetR_C_31', 'MMPL', 'DoxX_2', 'mycofact_TetR', 'TetR_N', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'mycofact_OYE_2', 'Epimerase', 'HpnA', 'TetR_C_33', 'rluA_subfam']",1
241,"['nickel_nikD', 'nickel_nikE', 'DUF222', 'HNH', 'Rv0697', 'mycofact_TetR', 'HTH_23', 'mycofactocin', 'Mycofactocin_RRE', 'NMT1', 'proV', 'BPD_transp_1', 'MaoC_dehydratas', '3oxo_ACP_reduc', 'AMP-binding', 'AMP-binding_C', 'Acyl-CoA_dh_1', 'Acyl-CoA_dh_M', 'Acyl-CoA_dh_2', 'sulphoacet_xsc']",1
242,"['nitrile_alph', 'nitrile_acc', 'CbtB', 'CbtA', 'DUF1636', 'Dehydratase_hem', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'AMP-binding', 'AMP-binding_C', 'Cupin_2', 'Abhydrolase_3']",1
243,"['omega_3_PfaA', 'fabH', 'FkbH', 'NIF', 'PP-binding', 'ACPS', 'GerE', 'HTH_23', 'Sigma70_r4_2', 'HTH_40', 'HTH_11', 'Flavin_Reduct', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'Fer4_2', 'Fer4', 'mft_etfB', 'SDR_subfam_2']",1
244,"['p450', 'OB_aCoA_assoc', 'DUF35_N', 'AcCoA-C-Actrans', 'DoxX', 'mycofact_glyco', 'SDR_subfam_2', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'HIBADH', 'Amidohydro_3', 'CoA_transf_3', 'ECH_1', 'NAD_binding_2', 'NAD_binding_11', 'HEAT_2', 'HEAT', 'MerR', 'HEAT_2', 'MerR-DNA-bind']",1
245,"['p450', 'TetR_N', 'Rsm22', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DAPG_hydrolase', 'mycofact_TetR', 'DAP_DH_C', 'dapB', 'AIM24', 'carboxysome_A']",1
246,"['padR_acidobact', 'LPXTG_anchor', 'Ribosomal_L31', 'Peripla_BP_2', 'mycofact_creat', 'TrkA_N', 'TrkA_C', '2a38', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofact_TetR', 'GGDEF', 'DUF4134', 'DSBA', 'Polyketide_cyc2', 'HTH_20', 'HTH_24']",1
247,"['pcaJ_scoB_fam', 'Amidohydro_2', 'adh_short', 'dhbA_paeA', 'adh_short_C2', 'adh_short_C2', 'pcaR_pcaU', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'IclR', 'GCV_T', 'soxA', 'sda_mono']",1
248,"['phn_lysR', 'CoA_transf_3', 'Aldedh', 'SDR_subfam_1', 'HIBADH', '3oxo_ACP_reduc', 'mycofact_TetR', 'Sigma70_r4', 'Sigma70_r4_2', 'mycofactocin', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'SDR_subfam_1', 'TetR_N', 'APH', 'cyc_hxne_CoA_dh']",1
249,"['phoR_proteo', 'cztS_silS_copS', 'HAMP', 'LPXTG_anchor', 'BCCT', 'PGDH', 'DUF1015', '2-Hacid_dh_C', 'IlvN', 'MFS_1', 'CarboxypepD_reg', 'protocat_beta', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'rSAM_NirJ', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'betA', 'phnR_burk', 'prpB', 'D-hydantoinase']",1
250,"['pimC_large', 'F420_MSMEG_2256', 'pimD_small', 'efflux_EmrB', '2_A_01_02', 'Pyr_redox_2', 'Reductase_C', 'TRX_reduct', 'TetR_C_24', 'TetR_N', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'mycofact_TetR', 'FeFe_hydrog_B1', 'Fer4', 'P450_rel_GT_act', 'Fer4_13', 'Fer4_6', 'Fer4_2']",1
251,"['pimD_small', 'MaoC_dehydratas', 'Thiolase_N', 'MaoC_dehydratas', 'adh_short_C2', 'PA_CoA_Oxy5', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'Rv0697', 'AMP-binding', 'AMP-binding_C', 'TgpA_N', 'TetR_C_31', 'HARE-HTH']",1
252,"['protocat_alph', 'protocat_beta', 'pcaR_pcaU', 'B4_12hDH', 'F420_oxidored', 'gnd_rel', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofact_MftB', 'mycofactocin', 'ECH_1', 'hemL', 'Bac_luciferase', 'Hydrolase_4', 'MFS_1', '2_A_01_02', 'Aldedh', 'Rxyl_3153']",1
253,"['pucE', 'FAD_binding_5', 'CO_deh_flav_C', 'mycofact_TetR', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'rad_SAM_trio', 'Mycofactocin_RRE', 'mycofactocin', 'SDR_subfam_1', 'propeller_TolB', 'DPPIV_N', 'cztS_silS_copS', 'cztR_silR_copR', 'Peripla_BP_6', 'acolac_lg']",1
254,"['mycofact_OYE_2', 'AlaDh_PNT_C', 'adh_short_C2', 'Acyl-CoA_dh_1', 'Acyl-CoA_dh_N', 'Acyl-CoA_dh_M', 'cyc_hxne_CoA_lg', 'aroA', 'SDR_subfam_1', 'Rv0697', 'mycofact_TetR', 'TetR_N', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'VWA_2', 'marine_srt_targ', 'CobT_C', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco']",1
255,"['mycoS_dep_FDH', 'Response_reg', 'PvlArgDC', 'phoR_proteo', 'HATPase_c', 'PEP_his_kin', 'SIP', 'FAD_binding_9', 'mycofact_TetR', 'TetR_N', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'PaaC-3OHAcCoADH', 'AcCoA-C-Actrans', 'cyc_hxne_CoA_dh']",1
256,"['mucon_cyclo', 'catachol_actin', 'muco_delta', '2A0115', '2A0109', 'BenE', 'RibD_C', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'DUF6319', 'DUF6063']",1
257,"['Voltage_CLC', 'PA_CoA_Oxy5', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'CoA_transf_3', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'VKOR']",1
258,"['Whib', 'DUF3562', 'amidohydrolases', 'Gly_transporter', 'TetR_N', 'TetR_C_11', 'SPW', 'TetR_C_11', 'HTH_IclR', 'Mycofactocin_RRE', 'DUF883_C', 'FAD_binding_2', 'DDE_5', 'CBS', 'BON']",1
259,"['XdhC_C', 'XdhC_CoxI', 'TetR_N', 'TetR_C_24', 'DoxX_2', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'AMP-binding', 'AMP-binding_C', 'SNF', 'MaAIMP_sms', 'IclR', 'HTH_IclR', 'MIP', 'dhaK1']",1
260,"['Zeta_toxin', 'Methylase_S', 'HATPase_c_4', 'AlbA_2', 'HTH_32', 'HTH_20', 'N6_Mtase', 'HsdM_N', 'DDE_Tnp_1', 'DUF4096', 'ntrC', 'GAF', 'PAS_4', 'HTH_28', 'pcaR_pcaU', 'mycofact_MftB', 'SDR_subfam_1', 'mycofactocin', 'mycofact_glyco', 'Creatininase', 'mft_etfB', 'Fer4_2', 'Fer4', 'aprB', 'GG-red-SF', 'Thi4', 'ETF_alpha']",1
261,"['ac_ac_CoA_syn', 'TetR_N', 'TetR_C_24', 'HTH_AsnC-type', 'MbtH', 'AA-adenyl-dom', 'AA-adenyl-dom', 'Condensation', 'alpha_am_amid', 'D-ala-DACP-lig', 'ligase_PEP_1', 'PP-binding', 'NRPS-para261', 'GAF', 'Rv0697', 'mycofact_glyco', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'TetR_C_1', 'DUF6457', 'PA_CoA_Oxy5', 'DNA_alkylation', 'glut_race', 'Pyr_redox_2', 'Rv1155_F420', 'hi_GC_TIGR00026']",1
262,"['actino_HemFlav', 'Amidohydro_2', 'TetR_N', 'TetR_C_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1
263,"['actino_HemFlav', 'VWA_2', 'AAA_5', 'MCM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Rv0697', 'recQ', 'Pribosyltran', 'DprA_WH', 'PTE', 'Lactamase_B', 'trp_arylform', 'Isochorismatase']",1
264,"['actino_HemFlav', 'VWA_2', 'Cob-chelat-sub', 'marine_srt_targ', 'AAA_5', 'MCM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Rv0697', 'RHH_1', 'PIN', 'recQ', 'Pribosyltran', 'PaaN-DH', 'PaaC-3OHAcCoADH']",1
265,"['actino_HemFlav', 'VWA_2', 'CobT_C', 'AAA_5', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'mycofact_creat', 'betA', 'DNA_alkylation', 'Methyltransf_23', 'DUF2461', 'Rhodanese']",1
266,"['actino_HemFlav', 'VWA_2', 'marine_srt_targ', 'AAA_5', 'MCM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Voltage_CLC', 'Lsr2', 'Meth_synt_2', 'cyc_hxne_CoA_dh', 'TetR_C_24', 'TetR_N', 'SGL']",1
267,"['actino_HemFlav', 'VWA_2', 'marine_srt_targ', 'AAA_5', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DSBA', 'Polyketide_cyc2', 'DUF732']",1
268,"['actino_HemFlav', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'GerE', 'Response_reg', 'HisKA_3', 'HATPase_c_2', 'Fe-ADH', 'PA_CoA_Oxy5', 'PASTA']",1
269,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rv0697', 'mycofact_TetR', 'PaaB1', 'fa_ox_alpha_mit', 'AveC_like', 'AAA_5', 'CbbQ_C', 'VWA_2', 'TetR_N', 'TipAS']",1
270,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF2332', 'pdxH', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1', 'EF-Tu', 'EF-G']",1
271,"['aden_deam', 'MFS_1', '2_A_01_02', 'SoxH_rel_PQQ_2', 'OrfB_IS605', 'OrfB_Zn_ribbon', 'Stc1', 'HTH_OrfB_IS605', 'Abhydrolase_6', 'Uma2', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'TPP_enzyme_M', 'GG-red-SF', 'DAO', 'FeFe_hydrog_B1', 'zf-C2H2_11', 'betaine_BetI']",1
272,"['adh_short', 'AcAcCoA_reduct', 'glut_race', 'TetR_N', 'mycofact_TetR', 'SPW', 'DNA_alkylation', 'PA_CoA_Oxy5', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'mycofact_OYE_2', 'His_Phos_1', 'DUF362', 'mycofact_creat', 'mycofact_glyco']",1
273,"['adh_short', 'LPOR', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'pcaR_pcaU', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'ILVD_EDD', 'FAD_oxidored', 'pcaR_pcaU', 'pcaR_pcaU', 'SBP_bac_5', 'YqfQ', 'K_channel_TID', 'SBP_bac_5', 'nickel_nikE']",1
274,"['adh_short_C2', 'CMD', 'decarb_PcaC', 'Aldedh', 'adh_short_C2', 'adh_short', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'XdhC_C', 'XdhC_CoxI', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Fer4_13', 'P450_cycloAA_1', 'SDR_subfam_1']",1
275,"['WXG100', 'T7SS_ESX_EspC', 'mycofact_OYE_2', 'SDR_subfam_1', 'mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'PA_CoA_Oxy5', 'SPW', 'IPTL_CTERM', 'TetR_N', 'TetR_C_31', 'glut_race', 'Pyr_redox_2', 'Reductase_C']",1
276,"['VapB_antitoxin', 'lipA', 'TetR_C_31', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PNTB', 'pntA', 'Rieske', 'FAA_hydrolase', 'gentisate_1_2', 'SDR_subfam_1']",1
277,"['adk', 'Ac_CoA_lig_AcsA', 'Aldedh', 'DUF779', 'HisKA', 'mycofact_glyco', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'AAA_5', 'AAA_18', 'VWA_CoxE', 'Cm_res_leader', 'Methyltransf_25', 'Response_reg', 'GerE', 'HTH_10', 'HisKA_3', 'HATPase_c_2', 'Fe-ADH']",1
278,"['VWA_CoxE', 'nico', 'Fe-ADH', 'HisKA_3', 'HATPase_c', 'Response_reg', 'GerE', 'Methyltransf_11', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'DUF222', 'HNH', 'adh_short', 'npdG', 'MarR_2', 'Sulfolobus_pRN', 'RelA_SpoT', 'Asp_Glu_race', 'Transp_cyt_pur']",1
279,"['TetR_N', 'mycofact_TetR', 'efflux_EmrB', 'Asp_Glu_race', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'TrmB', 'Orn_aminotrans', 'DUF222', 'SDR_subfam_1']",1
280,"['ThiS', 'MoeA_N', 'moaB_proteo', 'HTH_18', 'Cupin_2', 'HTH_28', 'cyc_hxne_CoA_dh', 'trpS', 'DUF222', 'HNH', 'Methyltransf_11', 'Methyltransf_23', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'actino_HemFlav', 'GerE', 'WD40', 'ANAPC4_WD40', 'AAA_16', 'PD40', 'HTH_31', 'DUF2614', 'Asp_Glu_race', 'Transp_cyt_pur']",1
281,"['Thioesterase', 'Stand_Alone_Lasso_RRE', 'SDR_subfam_1', 'Glyoxalase_6', 'Fer4_13', 'Fer4_2', 'Fer4_6', 'Fer4', 'P450_cycloAA_1', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'GG-red-SF', 'Fer4_2', 'Fer4', 'mft_etfB', 'SDR_subfam_2']",1
282,"['Thioesterase', 'Stand_Alone_Lasso_RRE', 'SDR_subfam_1', 'Glyoxalase_6', 'Fer4_13', 'Fer4_6', 'Fer4', 'Fer4_2', 'P450_cycloAA_1', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'GG-red-SF', 'Fer4_7', 'Fer4', 'mft_etfB', 'SDR_subfam_2']",1
283,"['ThrE', 'mycofact_glyco', 'mycofact_creat', 'VWA_2', 'AAA_5', 'MCM', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Rv0697', 'pcaR_pcaU', 'DHquinase_II', 'PLDc_N', 'YhcG_C', 'DUF1016_N', 'PALP']",1
284,"['Transket_pyr', 'Transketolase_C', 'PDH_E1_alph_x', 'AsnC_trans_reg', 'HTH_AsnC-type', 'HTH_24', 'VWA_2', 'marine_srt_targ', 'CobT_C', 'gas_vesic_GvpN', 'bpMoxR', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Rv0697', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'fumC_II']",1
285,"['Transp_cyt_pur', 'Asp_Glu_race', 'DUF2614', 'WD40', 'AAA_16', 'PD40', 'HTH_31', 'PQQ_ABC_repeats', 'DnaA_homol_Hda', 'choice_anch_B', 'GerE', 'actino_HemFlav', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Methyltransf_11', 'GerE', 'Response_reg', 'HTH_23', 'HisKA_3', 'Fe-ADH', 'VWA_CoxE', 'AAA_5', 'AAA_3', 'NDMA_methanol']",1
286,"['Transposase_mut', 'SCP2', 'protocat_pcaD', 'Na_Pro_sym', 'N6_N4_Mtase', 'KCNQ2_u3', 'mycofactocin', 'SDR_subfam_1', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Rxyl_3153', 'AAA_5', 'VWA_CoxE', 'AAA_16', 'actino_HemFlav', 'Creatininase', 'mycofact_glyco', 'Methyltransf_23', '2a6301s01', 'MnhB']",1
287,"['TrmB', 'GGDEF', 'GGDEF', 'ThiF', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'Phage_integrase', 'recomb_XerC']",1
288,"['UreD', 'salicylate_mono', 'TetR_C_31', 'Laminin_G_3', 'HpaR', 'Peripla_BP_6', 'Methyltransf_25', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Acetyltransf_3', 'anti_R_Lar', 'AA-adenyl-dom', 'Condensation', 'alpha_am_amid']",1
289,"['Usp', '2A0306', 'Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'HTH_Tnp_ISL3', 'Pyr_redox_2', 'Reductase_C', 'mycofact_TetR', 'mycofactocin', 'mycofact_MftB', 'mycofact_rSAM', 'actino_HemFlav', 'GAF', 'Aldedh', 'rve', 'DDE_Tnp_IS240', 'rve_2', 'bZIP_1', 'Docking', 'NDMA_methanol', 'AAA_5', 'fruc_bis_ald_']",1
290,"['Usp', '2A0306', 'Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'TrmB', 'Pyr_redox_2', 'Reductase_C', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'Asp_Glu_race', 'TetR_N', 'TetR_C_11', 'CYP450_TxtE']",1
291,"['VWA_CoxE', 'BPA', 'gas_vesic_GvpN', 'AAA_5', 'NDMA_methanol', 'adh_short', 'DUF559', 'AbiEi_1', 'GntR', 'DUF6074', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'mycofact_creat', 'SnoaL_2', 'TetR_N', 'mycofact_glyco', 'MOSC', '3-alpha']",1
292,"['VWA_CoxE', 'DUF2201', 'AAA_5', 'Rxyl_3153', 'actino_HemFlav', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF5994', 'FA_desaturase', 'Band_7', 'DUF6307', 'alaDH']",1
293,"['VWA_CoxE', 'FAD_binding_3', 'actino_HemFlav', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'EAL', 'Pyrid_ox_like', 'UPF0225', 'SEC-C', 'mycofact_creat', 'Peripla_BP_2', 'mycofact_glyco']",1
294,"['VWA_CoxE', 'Methyltransf_25', 'meth_Rta_06860', 'PA_CoA_Oxy5', 'P450_cycloAA_1', 'AraC_binding_2', 'mycofact_glyco', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Fe-ADH', 'HisKA_3', 'DUF3369', 'Response_reg', 'GerE', 'Trans_reg_C', 'cyc_hxne_CoA_dh', 'Acyl-CoA_dh_2', 'TetR_C_24', 'TetR_N', 'HTH_24', 'SDR_subfam_1', 'SDR_subfam_1']",1
295,"['VWA_CoxE', 'gas_vesic_GvpN', 'Rxyl_3153', 'GAF', 'HTH_8', 'ntrC', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_glyco', 'Abhydrolase_2', 'Glyoxalase_6', 'Glyoxalase_4', 'F420_oxidored', 'tartro_sem_red']",1
296,"['adh_short_C2', 'adh_short_C2', 'TetR_C_8', 'DHAK_reg', 'mycofact_TetR', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rv0697', 'araD', 'Arabinose_Isome', 'Arabinose_Iso_C', 'L-ribulokinase', 'BPD_transp_2', 'xylG', 'Peripla_BP_4']",1
297,"['adk', 'Gpr1_Fun34_YaaH', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'AAA_5', 'AAA_18', 'RuvB_N', 'VWA_CoxE', 'Methyltransf_11', 'Response_reg', 'GerE', 'HisKA_3', 'Fe-ADH']",1
