,domains
WP_067506368.1,['Mycofactocin_RRE']
WP_067693731.1,['TauD']
WP_067693734.1,['aldehy_Rv0768']
WP_067693737.1,['CoA_transf_3']
WP_067693740.1,['OB_aCoA_assoc']
WP_067694017.1,['AcCoA-C-Actrans']
WP_067693743.1,['ETF']
WP_067693746.1,['mycofact_TetR']
WP_067693749.1,['mycofactocin']
WP_067693752.1,['Mycofactocin_RRE']
WP_067693755.1,['mycofact_rSAM']
WP_067693758.1,['mycofact_creat']
WP_067693761.1,"['SDR_subfam_2', 'pter_reduc_Leis']"
WP_067693764.1,['mycofact_glyco']
WP_067693767.1,['actino_HemFlav']
WP_169813142.1,['Amidohydro_3']
WP_218025200.1,['CoA_transf_3']
WP_067693776.1,"['ECH_1', 'dienoyl_CoA_hyt', 'RHH_4']"
WP_067804101.1,['CYP450_TxtE']
WP_067804104.1,"['TetR_N', 'TetR_C_11']"
WP_067804107.1,['efflux_EmrB']
WP_067804572.1,['Rv0697']
WP_067804110.1,['mycofact_glyco']
WP_232004880.1,['mycofact_creat']
WP_067804116.1,['actino_HemFlav']
WP_067804119.1,['mycofact_rSAM']
WP_067804122.1,['Mycofactocin_RRE']
WP_082965088.1,['mycofactocin']
WP_232004872.1,['mycofact_TetR']
WP_067804127.1,['Sig70_famx2']
WP_067804130.1,['Glyoxalase_6']
WP_067804133.1,"['Pyr_redox_2', 'Reductase_C']"
WP_067804578.1,"['HTH_AsnC-type', 'AsnC_trans_reg', 'MarR']"
WP_067804135.1,['DDAH_eukar']
WP_232004881.1,['Orn_aminotrans']
WP_245668510.1,['TIGR02246']
WP_068058744.1,['F420H2_quin_red']
WP_157119750.1,['DUF4052']
WP_068058748.1,['Bac_globin']
WP_068058749.1,"['MPAB_Lcp_cat', 'TAT_signal_seq']"
WP_068058751.1,['mycofact_glyco']
WP_068058753.1,['mycofact_rSAM']
WP_068058755.1,['Mycofactocin_RRE']
WP_068058757.1,['mycofactocin']
WP_068058799.1,['mycofact_TetR']
WP_068058759.1,['PA-IIL']
WP_068058761.1,"['DUF2387', 'TF_Zn_Ribbon']"
WP_218024130.1,['CM_2']
WP_068058765.1,['SoxR']
WP_218024131.1,['Abhydrolase_3']
WP_068058767.1,"['DUF6261', 'DUF6307']"
WP_068145312.1,['efflux_EmrB']
WP_068145315.1,"['SHOCT', 'Phage_holin_3_6']"
WP_068145318.1,['SDR_subfam_1']
WP_068145322.1,"['Pyr_redox_2', 'Reductase_C']"
WP_068145326.1,['Glyoxalase_6']
WP_068145383.1,['Sig70_famx2']
WP_068145328.1,['mycofact_TetR']
WP_068145385.1,['mycofactocin']
WP_197503306.1,['Mycofactocin_RRE']
WP_068268938.1,['NDMA_methanol']
WP_068268939.1,['AAA_5']
WP_068268951.1,"['VWA_CoxE', 'DUF4347']"
WP_068268952.1,['Fe-ADH']
WP_157108342.1,['HisKA_3']
WP_068268941.1,"['Response_reg', 'GerE']"
WP_245672535.1,['Methyltransf_11']
WP_068268945.1,['mycofactocin']
WP_068268947.1,['Mycofactocin_RRE']
WP_068268954.1,['mycofact_rSAM']
WP_068368262.1,['ECH_1']
WP_068368268.1,['AtuA']
WP_068368271.1,['urea_carbox']
WP_068368274.1,['Carboxyl_trans']
WP_068368324.1,"['SDR_subfam_1', 'DUF3645']"
WP_231912305.1,"['AMP-binding', 'AMP-binding_C']"
WP_068368280.1,"['mycofact_TetR', 'HTH_7']"
WP_068368282.1,['mycofactocin']
WP_068368285.1,['Mycofactocin_RRE']
WP_068368287.1,['mycofact_rSAM']
WP_068368289.1,['actino_HemFlav']
WP_068368292.1,['actino_HemFlav']
WP_068368298.1,['SDR_subfam_1']
WP_068368301.1,['adh_short_C2']
WP_231912304.1,"['NAD_binding_8', 'Pyr_redox_2', 'HpnE']"
WP_068368332.1,['AcCoA-C-Actrans']
WP_068368304.1,"['Acyl-CoA_dh_C', 'Acyl-CoA_dh_1', 'Acyl-CoA_dh_M', 'AcylCoA_DH_N', 'Acyl-CoA_dh_N']"
WP_068424730.1,['Glyoxalase_4']
WP_068424733.1,['fabH']
WP_068424736.1,"['OB_aCoA_assoc', 'DUF35_N']"
WP_068424739.1,['CoA_transf_3']
WP_170307589.1,['CMD']
WP_068424747.1,['quinone_pig3']
WP_068424750.1,['mycofact_TetR']
WP_170307590.1,['mycofactocin']
WP_082817206.1,['Mycofactocin_RRE']
WP_068424754.1,['mycofact_rSAM']
WP_068424756.1,['actino_HemFlav']
WP_245634802.1,['mycofact_creat']
WP_245634803.1,['SDR_subfam_2']
WP_068424765.1,['mycofact_glyco']
WP_068424768.1,['Xan_ur_permease']
WP_245634804.1,"['MarR_2', 'MarR']"
WP_068424771.1,['MFS_3']
WP_068744627.1,['FeS_nifS']
WP_068744628.1,['AGP_acyltrn']
WP_068744629.1,['Acetyltransf_5']
WP_068744631.1,['NUDIX']
WP_156485601.1,['DinB_2']
WP_082789268.1,['HpaR']
WP_156485602.1,['mycofact_TetR']
WP_156485603.1,['mycofactocin']
WP_068744644.1,['Mycofactocin_RRE']
WP_068744645.1,['mycofact_rSAM']
WP_068744753.1,['actino_HemFlav']
WP_068744646.1,['mycofact_creat']
WP_231855471.1,['mycofact_glyco']
WP_068744648.1,['GMC_mycofac_2']
WP_068744650.1,['NDMA_methanol']
WP_068744652.1,"['AAA_5', 'RuvB_N', 'LonB_AAA-LID']"
WP_068744654.1,"['VWA_CoxE', 'Abhydrolase_8']"
WP_231974375.1,['CydD']
WP_068797578.1,['nickel_nikC']
WP_068797579.1,['nickel_nikB']
WP_231974441.1,['SBP_bac_5']
WP_068797580.1,"['SBP_bac_5', 'TAT_signal']"
WP_068797581.1,['DUF952']
WP_068797582.1,['mycofactocin']
WP_083275515.1,['Mycofactocin_RRE']
WP_068797584.1,"['mycofact_rSAM', 'DUF6059']"
WP_231974377.1,['mycofact_OYE_2']
WP_068797585.1,"['efflux_EmrB', '2_A_01_02']"
WP_068797586.1,['mycofact_creat']
WP_068797587.1,['Phosphodiest']
WP_231974380.1,['mycofact_glyco']
WP_068797588.1,['4hydroxCoAred']
WP_068797589.1,['CO_dehy_Mo_lg']
WP_069765141.1,"['AMP-binding', 'AMP-binding_C']"
WP_069765142.1,['Acyl-CoA_dh_1']
WP_069765143.1,['pimC_large']
WP_218109069.1,['ECH_1']
WP_069765144.1,['actino_HemFlav']
WP_069765145.1,['SDR_subfam_2']
WP_069765146.1,['mycofact_creat']
WP_069765147.1,['mycofact_rSAM']
WP_069765148.1,['Mycofactocin_RRE']
WP_069765149.1,['mycofactocin']
WP_069765150.1,"['mycofact_TetR', 'HTH_23']"
WP_069765151.1,['adh_short_C2']
WP_176742595.1,['menE']
WP_069765152.1,['AcCoA-C-Actrans']
WP_069765153.1,['adh_short_C2']
WP_069765154.1,"['TetR_N', 'mycofact_TetR']"
WP_069765155.1,"['Acyl-CoA_dh_1', 'Acyl-CoA_dh_N', 'Acyl-CoA_dh_M']"
WP_014467565.1,['zf-HC3']
WP_013228877.1,['TPR_16']
WP_230468510.1,['NUDIX']
WP_013228879.1,['TauD']
WP_141748516.1,['Acetyltransf_1']
WP_013228881.1,['RecA']
WP_014467569.1,['Mycofactocin_RRE']
WP_063606962.1,['mycofactocin']
WP_013228882.1,['cyc_hxne_CoA_dh']
WP_013228883.1,['tdh']
WP_013228884.1,"['PDH_E1_alph_y', 'Transket_pyr', 'Transketolase_C']"
WP_013228885.1,"['AMP-binding', 'AMP-binding_C']"
WP_013228886.1,['adh_short_C2']
WP_013228887.1,['ECH_1']
WP_013228888.1,['Cyclase']
WP_069801941.1,['Ribonuc_L-PSP']
WP_069801943.1,['DUF4097']
WP_069801945.1,['SCF']
WP_069801947.1,"['AMP-binding', 'AMP-binding_C']"
WP_069801949.1,"['GxGYxYP_C', 'GxGYxYP_N']"
WP_069801951.1,['mycofact_glyco']
WP_069801953.1,['protocat_pcaD']
WP_069801955.1,['mycofact_rSAM']
WP_069801957.1,['Mycofactocin_RRE']
WP_069801959.1,['pbp2_mrdA']
WP_069801961.1,['mycofactocin']
WP_069801963.1,['SDR_subfam_1']
WP_069801965.1,['Ran-binding']
WP_218103945.1,"['Glyoxalase', 'Glyoxalase_4']"
WP_069801969.1,['Rxyl_3153']
WP_069801971.1,['AcCoA-C-Actrans']
WP_069801972.1,['cyc_hxne_CoA_dh']
WP_070377788.1,"['TetR_N', 'TetR_C_31']"
WP_070377789.1,['SPW']
WP_070377790.1,['PA_CoA_Oxy5']
WP_070377791.1,['drrA']
WP_070377792.1,['Wzz']
WP_070377793.1,['mycofact_TetR']
WP_070377794.1,['mycofactocin']
WP_070377795.1,['Mycofactocin_RRE']
WP_070377796.1,['mycofact_rSAM']
WP_070377797.1,['actino_HemFlav']
WP_070377798.1,['mycofact_OYE_1']
WP_070377799.1,['SDR_subfam_1']
WP_070377800.1,['mycofact_OYE_2']
WP_070377803.1,['T7SS_ESX_EspC']
WP_070938498.1,['Usp']
WP_070938499.1,['2A0306']
WP_070939286.1,['Orn_aminotrans']
WP_109420770.1,['DDAH_eukar']
WP_070938500.1,"['HTH_AsnC-type', 'AsnC_trans_reg', 'MarR_2', 'HTH_Tnp_ISL3']"
WP_070939288.1,"['Pyr_redox_2', 'Reductase_C']"
WP_070938501.1,['mycofact_TetR']
WP_109420886.1,['mycofactocin']
WP_070938502.1,['Mycofactocin_RRE']
WP_070938503.1,['mycofact_rSAM']
WP_070938504.1,['actino_HemFlav']
WP_070938505.1,['mycofact_creat']
WP_070938506.1,['mycofact_glyco']
WP_070938507.1,['Rv0697']
WP_070938508.1,['2A0305']
WP_070938509.1,['EutB']
WP_070938510.1,['EutC']
WP_165618303.1,['Rv0697']
WP_071024123.1,['mycofact_glyco']
WP_071024125.1,['mycofact_creat']
WP_071024127.1,['actino_HemFlav']
WP_071024129.1,['mycofact_rSAM']
WP_071024131.1,['Mycofactocin_RRE']
WP_071024134.1,['mycofactocin']
WP_194074184.1,['mycofact_TetR']
WP_071024138.1,['DUF2332']
WP_071024141.1,['Glyoxalase']
WP_071024143.1,['lysA']
WP_071024145.1,"['SAM_DCase_Bsu', 'speE']"
WP_071024146.1,['DUF350']
WP_071024148.1,['GSP_synth']
WP_083391363.1,['FAD_binding_2']
WP_083391364.1,['Fer2']
WP_071066649.1,['Amidohydro_2']
WP_041255986.1,['lipA']
WP_083391365.1,['mycofact_glyco']
WP_071066650.1,['SDR_subfam_2']
WP_071066651.1,['mycofact_rSAM']
WP_071066652.1,['Mycofactocin_RRE']
WP_071066653.1,['mycofactocin']
WP_083391366.1,['mycofact_TetR']
WP_241831980.1,['TetR_N']
WP_241831983.1,['adh_short_C2']
WP_071066655.1,['Amidohydro_2']
WP_071066671.1,['Zn_peptidase']
WP_131802466.1,['WXG100']
WP_071083346.1,['pucE']
WP_071083347.1,"['FAD_binding_5', 'CO_deh_flav_C']"
WP_018636435.1,['mycofact_TetR']
WP_071083348.1,['mycofact_glyco']
WP_071083349.1,['SDR_subfam_2']
WP_071083350.1,['mycofact_creat']
WP_084131807.1,['actino_HemFlav']
WP_071083352.1,"['mycofact_rSAM', 'rad_SAM_trio']"
WP_084131809.1,['Mycofactocin_RRE']
WP_071083353.1,['mycofactocin']
WP_071083354.1,['SDR_subfam_1']
WP_071083355.1,"['propeller_TolB', 'DPPIV_N']"
WP_071083356.1,['cztS_silS_copS']
WP_071083357.1,['cztR_silR_copR']
WP_241829963.1,['Peripla_BP_6']
WP_241829964.1,['acolac_lg']
WP_071509418.1,['actino_HemFlav']
WP_071509419.1,['mycofact_rSAM']
WP_071509420.1,['Mycofactocin_RRE']
WP_071509421.1,['mycofactocin']
WP_176219885.1,['mycofact_TetR']
WP_071509448.1,['DUF2332']
WP_071509422.1,['pdxH']
WP_071509423.1,"['Pyr_redox_2', 'Reductase_C']"
WP_071509424.1,['SDR_subfam_1']
WP_071509425.1,['EF-Tu']
WP_071509426.1,['EF-G']
WP_072031312.1,"['Fer4', 'Fer4_13']"
WP_083715759.1,['Sig70_famx2']
WP_072030253.1,['Aldedh']
WP_072030254.1,['SCP2']
WP_072030255.1,"['AMP-binding', 'AMP-binding_C']"
WP_072030256.1,"['proV', 'MsbA_rel']"
WP_072030257.1,['DUF4142']
WP_144024214.1,['mycofactocin']
WP_072030259.1,['Mycofactocin_RRE']
WP_072030260.1,['mycofact_rSAM']
WP_072030261.1,['mycofact_creat']
WP_072030262.1,['SDR_subfam_2']
WP_072030263.1,['mycofact_glyco']
WP_072030264.1,['actino_HemFlav']
WP_228708417.1,['Trns_repr_metal']
WP_072030266.1,['TauE']
WP_083715760.1,['Rhodanese']
WP_072479046.1,['DUF4389']
WP_072479047.1,"['He_PIG', 'Peptidase_M1']"
WP_072479048.1,['YjbR']
WP_072479049.1,['Fructosamin_kin']
WP_072479050.1,['DUF1524']
WP_245805120.1,"['PEP_resp_reg', 'ntrC', 'HTH_30', 'Sigma54_activ_2', 'HTH_50']"
WP_072482210.1,['Rxyl_3153']
WP_072479052.1,['Mycofactocin_RRE']
WP_072479053.1,['pyruv_oxi_spxB']
WP_072479054.1,"['LysR_substrate', 'HTH_5']"
WP_072479055.1,['caca2']
WP_072479056.1,"['SpoIIE', 'ANTAR', 'PAS_3', 'PAS_4']"
WP_072479057.1,"['TMAO_torS', 'HAMP', 'DUF883']"
WP_072482211.1,['CorA']
WP_072479058.1,"['AraC_binding_2', 'HTH_AraC']"
WP_072479059.1,"['MoaF_C', 'MoaF']"
WP_072478279.1,"['HTH_AsnC-type', 'AsnC_trans_reg']"
WP_072478280.1,['Se_ssnA']
WP_072478281.1,['actino_HemFlav']
WP_072478282.1,['mycofact_glyco']
WP_072478283.1,['SDR_subfam_2']
WP_072478284.1,['mycofact_creat']
WP_072478285.1,['mycofact_rSAM']
WP_072478286.1,['Mycofactocin_RRE']
WP_072478287.1,['mycofactocin']
WP_072478288.1,['mycofact_TetR']
WP_072478289.1,"['GntR', 'HTH_Crp_2', 'HTH_20']"
WP_072478290.1,['DUF1648']
WP_072478291.1,['AHSA1']
WP_072478292.1,['mycofact_TetR']
WP_218177760.1,"['DUF4190', 'Septum_form']"
WP_072482140.1,['betA']
WP_218587446.1,['mycofact_creat']
WP_072791242.1,"['ETF', 'mft_etfB']"
WP_218587447.1,['Fer4_2']
WP_072791244.1,['GG-red-SF']
WP_072791247.1,['ETF_alpha']
WP_072791249.1,['mycofact_OYE_2']
WP_178138762.1,['mycofact_OYE_1']
WP_245790382.1,['mycofact_rSAM']
WP_072791256.1,['Mycofactocin_RRE']
WP_178138763.1,['mycofactocin']
WP_245790383.1,['bioA']
WP_072791260.1,"['NHL', 'SGL']"
WP_143146471.1,['SigZ']
WP_072791264.1,"['zf-HC2', 'trp_oprn_chp']"
WP_072791266.1,"['Ferric_reduct', 'PA_CoA_Oxy5']"
WP_178138764.1,['FMN_bind']
WP_072791270.1,['ApbE']
WP_072803346.1,['PASTA']
WP_072803347.1,['PA_CoA_Oxy5']
WP_072803348.1,['Fe-ADH']
WP_174565364.1,"['HisKA_3', 'HATPase_c_2']"
WP_072803350.1,"['GerE', 'Response_reg']"
WP_072803351.1,"['Methyltransf_11', 'Methyltransf_23']"
WP_072803352.1,['mycofact_TetR']
WP_072803353.1,['mycofactocin']
WP_072803354.1,['Mycofactocin_RRE']
WP_072803355.1,['mycofact_rSAM']
WP_072803356.1,['actino_HemFlav']
WP_072803435.1,['actino_HemFlav']
WP_072803357.1,['udk']
WP_072803358.1,['Asp_Glu_race']
WP_072803359.1,['Transp_cyt_pur']
WP_072803436.1,['phnR_burk']
WP_072803360.1,['mycofact_creat']
WP_073266637.1,['mycofact_creat']
WP_073266639.1,['ETF_alpha']
WP_073266641.1,['mycofact_OYE_2']
WP_073266643.1,['VWA_2']
WP_073266645.1,"['AAA_5', 'MCM']"
WP_084742538.1,['mycofact_OYE_1']
WP_073266649.1,['mycofact_rSAM']
WP_143175806.1,['Mycofactocin_RRE']
WP_143175807.1,['mycofactocin']
WP_073266655.1,['mycofact_TetR']
WP_073266657.1,['mycofact_glyco']
WP_073266659.1,['Meth_synt_2']
WP_073266661.1,['3-dmu-9_3-mt']
WP_218618131.1,['BLOC1_2']
WP_073391452.1,"['Acyl-CoA_dh_1', 'Acyl-CoA_dh_M', 'Acyl-CoA_dh_N']"
WP_073391453.1,['cyc_hxne_CoA_dh']
WP_200800251.1,"['DUF6537', 'IOR_alpha', 'IOR_beta']"
WP_073391454.1,['actino_HemFlav']
WP_073391455.1,['mycofact_glyco']
WP_073391456.1,['SDR_subfam_2']
WP_234971489.1,['mycofact_creat']
WP_073391457.1,['mycofact_rSAM']
WP_073391458.1,['Mycofactocin_RRE']
WP_073391459.1,['mycofactocin']
WP_073391460.1,"['mycofact_TetR', 'HTH_29']"
WP_073391461.1,['acid_CoA_mut_C']
WP_200800252.1,['PA_CoA_ligase']
WP_073391462.1,['lao']
WP_073391463.1,['MM_CoA_mutase']
WP_073391464.1,['Lactate_perm']
WP_073391465.1,['phnR_burk']
WP_073420862.1,['glucan_glucosid']
WP_073420863.1,['Polyketide_cyc2']
WP_073420864.1,['VWA_CoxE']
WP_245794608.1,"['AAA_5', 'TsaE']"
WP_073420866.1,['NDMA_methanol']
WP_073420867.1,['am_tr_V_VC1184']
WP_073420868.1,['mycofact_TetR']
WP_073420869.1,['mycofactocin']
WP_073420870.1,['Mycofactocin_RRE']
WP_073420871.1,['mycofact_rSAM']
WP_073420872.1,['SDR_subfam_1']
WP_073420873.1,['SDR_subfam_1']
WP_073420874.1,['Pyrid_ox_like']
WP_073420875.1,['efflux_Bcr_CflA']
WP_073420876.1,['mycofact_creat']
WP_073420877.1,"['Transp_cyt_pur', 'thia_cytX']"
WP_073420878.1,['Peripla_BP_2']
WP_073456356.1,"['secA', 'SecA2_Bac_anthr', 'SecA2_Mycobac', 'HTH_23', 'E1-E2_ATPase', 'cdk7']"
WP_084754627.1,['mycofact_creat']
WP_073456358.1,['mycofact_OYE_2']
WP_234997058.1,['mycofact_OYE_1']
WP_073456359.1,['mycofact_rSAM']
WP_073456360.1,['Mycofactocin_RRE']
WP_073456361.1,['mycofactocin']
WP_073456362.1,"['DUF952', 'Acetyltransf_1', 'Acetyltransf_6']"
WP_143172029.1,"['RCC1_2', 'RCC1']"
WP_073456364.1,['TrkA_C']
WP_073456365.1,['Na_H_Exchanger']
WP_159444875.1,"['Trypsin_2', 'TPR_16', 'DZR']"
WP_073456367.1,['TIGR00096']
WP_234997103.1,"['PMT_4TMC', 'PMT_2']"
WP_073727299.1,['Fer4_15']
WP_158070975.1,['APH']
WP_241846979.1,"['mycofact_TetR', 'HTH_7', 'HTH_AraC']"
WP_073727305.1,['mycofact_glyco']
WP_073727307.1,['mycofact_creat']
WP_073727309.1,['actino_HemFlav']
WP_073727311.1,['mycofact_rSAM']
WP_073727313.1,['Mycofactocin_RRE']
WP_079187451.1,['mycofactocin']
WP_241846980.1,['Rv0697']
WP_073727319.1,['Amidohydro_3']
WP_241846981.1,['CoA_transf_3']
WP_073727323.1,"['ECH_1', 'PaaB1']"
WP_073727325.1,"['F420_Rv1855c', 'F420_G6P_family']"
WP_073727327.1,['Amidohydro_2']
WP_073727329.1,['MaoC_dehydrat_N']
WP_040096869.1,['mycofact_glyco']
WP_040096873.1,['ETF']
WP_235264007.1,"['Fer4_2', 'Fer4']"
WP_040096876.1,['GG-red-SF']
WP_052445997.1,"['ETF_alpha', 'ETF']"
WP_040096878.1,['mycofact_OYE_2']
WP_040096879.1,['mycofact_rSAM']
WP_040096881.1,['Mycofactocin_RRE']
WP_074669601.1,['mycofactocin']
WP_040096882.1,"['NUDIX', 'DZR', 'zinc_ribbon_2']"
WP_040096884.1,"['NAD_binding_10', 'HpnA']"
WP_040096885.1,['DUF4918']
WP_040096887.1,['Cytochrom_C552']
WP_052445998.1,['cytochr_NrfH']
WP_040096889.1,['PhoB']
WP_040096892.1,"['phoR_proteo', 'cztS_silS_copS']"
WP_075014233.1,['am_tr_V_VC1184']
WP_075014044.1,['phn_lysR']
WP_075014045.1,['PAP2']
WP_075014046.1,"['Rotamase_3', 'SurA_N_3', 'Trigger_C']"
WP_075014047.1,['DUF680']
WP_075014048.1,"['ANTAR', 'GAF_2']"
WP_244274219.1,['mycofact_TetR']
WP_075014049.1,['mycofactocin']
WP_075014050.1,['Mycofactocin_RRE']
WP_075014051.1,['mycofact_rSAM']
WP_075014052.1,['Pyrid_ox_like']
WP_075014053.1,['efflux_Bcr_CflA']
WP_075014054.1,['mycofact_creat']
WP_083427336.1,['Transp_cyt_pur']
WP_075014055.1,['Peripla_BP_2']
WP_075014056.1,['Isochorismatase']
WP_075014057.1,['mycofact_glyco']
WP_075022547.1,['Fe-ADH']
WP_075022712.1,"['HisKA_3', 'HATPase_c_2']"
WP_075022548.1,"['Response_reg', 'GerE', 'HTH_10']"
WP_075022713.1,['Methyltransf_25']
WP_075022549.1,"['VWA_CoxE', 'Cm_res_leader']"
WP_075022550.1,"['AAA_5', 'AAA_18']"
WP_075022551.1,['NDMA_methanol']
WP_075022552.1,['mycofactocin']
WP_075022714.1,['Mycofactocin_RRE']
WP_075022715.1,['mycofact_rSAM']
WP_075022553.1,['actino_HemFlav']
WP_075022554.1,['mycofact_glyco']
WP_075022555.1,['HisKA']
WP_075022556.1,['DUF779']
WP_075022557.1,['Aldedh']
WP_075022558.1,['Ac_CoA_lig_AcsA']
WP_111829892.1,['adk']
WP_040519237.1,['mycofact_glyco']
WP_008376038.1,['mycofact_creat']
WP_008376039.1,['CoA_transf_3']
WP_008376040.1,['SDR_subfam_1']
WP_008376043.1,['Pkinase']
WP_008376044.1,"['Pkinase', 'DUF4189']"
WP_008376046.1,['actino_HemFlav']
WP_085950651.1,['mycofact_rSAM']
WP_008376051.1,['Mycofactocin_RRE']
WP_132992091.1,['mycofactocin']
WP_008376053.1,['mycofact_TetR']
WP_008376055.1,['PA_CoA_Oxy5']
WP_008376056.1,['DoxX_3']
WP_008376057.1,['DNA_alkylation']
WP_008376058.1,"['Pyr_redox_2', 'Reductase_C']"
WP_008376060.1,['RskA']
WP_075297887.1,['CO_dehy_Mo_lg']
WP_010232655.1,['4hydroxCoAred']
WP_075297889.1,['mycofact_glyco']
WP_075297891.1,['Phosphodiest']
WP_075297893.1,['mycofact_creat']
WP_075297895.1,"['efflux_EmrB', 'MFS_1']"
WP_212567207.1,['mycofact_OYE_2']
WP_010229643.1,['mycofact_rSAM']
WP_010229645.1,['Mycofactocin_RRE']
WP_060574731.1,['mycofactocin']
WP_029239511.1,['DUF952']
WP_010229649.1,['NDMA_methanol']
WP_075297899.1,['AAA_5']
WP_075297901.1,['VWA_CoxE']
WP_075297903.1,['FMN_reduc_MsuE']
WP_075297905.1,"['SBP_bac_5', 'TAT_signal']"
WP_212567208.1,['MFS_1']
WP_067472787.1,['Abhydrolase_1']
WP_067472743.1,['GMC_mycofac_2']
WP_082908391.1,['mycofact_glyco']
WP_231887151.1,['Lipocalin_2']
WP_231887152.1,['mycofact_creat']
WP_067472746.1,['SDR_subfam_1']
WP_067472749.1,['actino_HemFlav']
WP_067472752.1,['mycofact_rSAM']
WP_067472755.1,['Mycofactocin_RRE']
WP_067472758.1,['mycofactocin']
WP_082908392.1,['mycofact_TetR']
WP_067472761.1,['RibD_C']
WP_197487543.1,['Beta-lactamase']
WP_067472767.1,['Glyoxalase']
WP_197487544.1,['DJC28_CD']
WP_067472769.1,['Acetyltransf_10']
WP_067472772.1,"['ABC2_membrane', 'drrC']"
WP_075847779.1,['greA']
WP_075847781.1,['Abhydrolase_6']
WP_075847783.1,"['NPCBM', 'Metallophos', 'NPCBM_assoc']"
WP_255375605.1,['mycofact_TetR']
WP_075847787.1,['mycofactocin']
WP_075847789.1,['Mycofactocin_RRE']
WP_075847791.1,['mycofact_rSAM']
WP_255375606.1,['SDR_subfam_2']
WP_075847793.1,['mycofact_glyco']
WP_075847795.1,['Methyltransf_19']
WP_075847797.1,['FAD_binding_4']
WP_077077579.1,['HTH_57']
WP_245830184.1,['TetR_N']
WP_245830125.1,['efflux_EmrB']
WP_077077584.1,['Rv0697']
WP_077077586.1,['mycofact_glyco']
WP_077077587.1,['mycofact_creat']
WP_077077588.1,['actino_HemFlav']
WP_077077589.1,['mycofact_rSAM']
WP_217348904.1,['Mycofactocin_RRE']
WP_077077591.1,['mycofactocin']
WP_077077592.1,['mycofact_TetR']
WP_077077593.1,['DUF2332']
WP_077077594.1,['PGDH']
WP_077077595.1,"['Pyr_redox_2', 'Reductase_C']"
WP_077077596.1,['SDR_subfam_1']
WP_077077597.1,"['SHOCT', 'S_4TM']"
WP_005055603.1,['Usp']
WP_052615288.1,['2A0306']
WP_165616165.1,['Orn_aminotrans']
WP_016888429.1,['DDAH_eukar']
WP_005055607.1,"['HTH_AsnC-type', 'AsnC_trans_reg', 'MarR_2', 'HTH_Tnp_ISL3']"
WP_174479225.1,"['Pyr_redox_2', 'Reductase_C']"
WP_016888428.1,['mycofact_TetR']
WP_100226026.1,['mycofactocin']
WP_079671634.1,['Mycofactocin_RRE']
WP_005112050.1,['mycofact_rSAM']
WP_052541767.1,['actino_HemFlav']
WP_062879255.1,['mycofact_creat']
WP_005077613.1,['mycofact_glyco']
WP_079671635.1,['Rv0697']
WP_079671636.1,['2A0305']
WP_079620841.1,['EutB']
WP_052522938.1,['EutC']
WP_142271394.1,['mycofact_rSAM']
WP_079924864.1,['Mycofactocin_RRE']
WP_079924865.1,['mycofactocin']
WP_079924866.1,['Methyltransf_11']
WP_056552600.1,"['Response_reg', 'GerE']"
WP_142271396.1,"['HisKA_3', 'a_cpa1']"
WP_233165204.1,['Fe-ADH']
WP_079924867.1,['VWA_CoxE']
WP_079924868.1,"['AAA_5', 'CbbQ_C']"
WP_079924869.1,['NDMA_methanol']
WP_026084623.1,['Ribosomal_L36']
WP_081238344.1,"['NAD_kinase_C', 'NAD_kinase']"
WP_081238345.1,['SnoaL_2']
WP_081238346.1,['DUF6003']
WP_081238347.1,"['MarR_2', 'HTH_AsnC-type', 'HxlR']"
WP_081238348.1,['Rv0697']
WP_107501507.1,['mycofactocin']
WP_081238350.1,['Mycofactocin_RRE']
WP_081238351.1,['mycofact_rSAM']
WP_081238352.1,['actino_HemFlav']
WP_081238353.1,['mycofact_creat']
WP_081238354.1,['mycofact_glyco']
WP_081238370.1,['mycofact_TetR']
WP_081238355.1,['ECH_1']
WP_081238356.1,['pimC_large']
WP_159461038.1,['pimD_small']
WP_036352624.1,"['SHOCT', 'TMEM138']"
WP_099050981.1,['SDR_subfam_1']
WP_080696667.1,"['Pyr_redox_2', 'Reductase_C']"
WP_036352631.1,"['Glyoxalase_6', 'Sirohm_synth_M']"
WP_036356351.1,['Sig70_famx2']
WP_036352634.1,['DUF2332']
WP_080696669.1,"['mycofact_TetR', 'TetR_N']"
WP_036352639.1,['Mycofactocin_RRE']
WP_036352642.1,['mycofact_rSAM']
WP_036352644.1,['actino_HemFlav']
WP_036352647.1,['mycofact_creat']
WP_036352650.1,['mycofact_glyco']
WP_036352653.1,['Rv0697']
WP_051544992.1,['PE']
WP_036352656.1,['efflux_EmrB']
WP_051544994.1,['TetR_N']
WP_234811364.1,"['COesterase', 'LPAM_2']"
WP_064893097.1,['CYP450_TxtE']
WP_083042315.1,['Rv0697']
WP_064893093.1,['mycofact_glyco']
WP_064919079.1,['mycofact_creat']
WP_046750787.1,['actino_HemFlav']
WP_064919078.1,['mycofact_rSAM']
WP_046750852.1,['Mycofactocin_RRE']
WP_064893087.1,['mycofactocin']
WP_083042426.1,['mycofact_TetR']
WP_083042316.1,"['Malic_M', 'malic']"
WP_064919076.1,['Sig70_famx2']
WP_064919075.1,"['Glyoxalase_6', 'Pox_RNA_pol_35']"
WP_046750793.1,"['Pyr_redox_2', 'Reductase_C']"
