,domains
WP_020378755.1,"['TIGR03997', 'TIGR03315', 'Pyr_redox_2', 'TIGR01317', 'FAD_oxidored', 'TIGR01350', 'TIGR01372', 'TIGR02053', 'TIGR03467', 'TIGR01316', 'NAD_binding_8', 'FAD_binding_2', 'TIGR01424', 'HI0933_like', 'TIGR00275', 'TIGR03140', 'GIDA', 'TIGR02032', 'DAO', 'Pyr_redox', 'TIGR03364', 'TIGR01813', 'TIGR01292', 'TIGR02733', 'TIGR01318', 'FAD_binding_3', 'TIGR00292', 'TIGR03143', 'TIGR02734', 'Pyr_redox_3', 'TIGR02352', 'TIGR01421', 'TIGR04018', 'TIGR02023', 'Thi4', 'AlaDh_PNT_C', 'TIGR03197', 'TIGR00551', 'TIGR00737', 'TIGR00136', 'Dus', 'Trp_halogenase', 'DDE_3', 'TIGR02028', 'NAD_binding_9', '3HCDH_N', 'TIGR01812', 'TIGR01988', 'TIGR01438', 'NAD_binding_7', 'TIGR01790', 'TIGR02732', 'TIGR01816', 'TIGR03378', 'TIGR00636', 'GFO_IDH_MocA']"
WP_012226355.1,"['TIGR00336', 'TIGR01367', 'Pribosyltran', 'TIGR01090', 'TIGR01251', 'TIGR01744', 'TIGR01743', 'TIGR01203', 'TIGR00201']"
WP_031278665.1,"['TIGR00577', 'H2TH', 'Fapy_DNA_glyco', 'zf-FPG_IleRS', 'NFACT_N']"
WP_012226351.1,"['Bac_luciferase', 'TIGR03619', 'TIGR03560', 'TIGR03557', 'TIGR03621', 'TIGR03571', 'TIGR03856', 'TIGR03554', 'TIGR04465', 'TIGR03857', 'TIGR03858', 'TIGR03885', 'TIGR04027', 'TIGR03565', 'TIGR03555', 'TIGR03559', 'TIGR04036', 'TIGR04024', 'TIGR04020', 'TIGR03617', 'TIGR03564', 'TIGR04021', 'TIGR03842', 'TIGR03860', 'TIGR03854', 'TIGR03558', 'TIGR03620']"
WP_020378757.1,"['Aldedh', 'TIGR00407', 'LuxC', 'NAD_kinase_C']"
WP_083914757.1,['TIGR03969']
WP_040493779.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_040493781.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR02109', 'TIGR04546', 'TIGR04133', 'TIGR03913', 'TIGR04251', 'TIGR04250', 'TIGR04103', 'TIGR02668', 'TIGR02666', 'TIGR04340', 'TIGR04317', 'Radical_SAM', 'TIGR04082', 'TIGR03942', 'TIGR04403', 'TIGR04167', 'TIGR03974', 'TIGR03961', 'TIGR04163', 'TIGR04466', 'TIGR04064', 'TIGR03470', 'TIGR04085', 'TIGR04083', 'TIGR04311', 'TIGR04084', 'TIGR04463', 'TIGR03977', 'TIGR04321', 'TIGR03906', 'TIGR04280', 'TIGR04334', 'TIGR04080', 'TIGR04304', 'TIGR04068', 'TIGR03978', 'TIGR04269', 'TIGR03963', 'TIGR02495', 'TIGR04115', 'Fer4_14', 'SPASM', 'TIGR04278', 'Fer4_12', 'TIGR04349', 'TIGR04478', 'TIGR04148', 'TIGR03365', 'TIGR04261', 'YflT', 'TIGR02493', 'TIGR04078', 'TIGR04041', 'NIR_SIR_ferr', 'TIGR03972']"
WP_051062885.1,"['G3P_acyltransf', 'TIGR00023', 'DUF6804', 'DUF6057']"
WP_040493783.1,"['adh_short_C2', 'adh_short', 'TIGR01830', 'TIGR03971', 'TIGR01832', 'TIGR01963', 'TIGR01829', 'TIGR03206', 'TIGR02415', 'TIGR02632', 'TIGR04316', 'TIGR01831', 'TIGR03325', 'TIGR04504', 'TIGR02685', 'KR', 'TIGR01500', 'TIGR01289', 'TIGR01915', 'THF_DHG_CYH_C', 'RmlD_sub_bind', 'Epimerase']"
WP_040493785.1,"['AMP-binding', 'TIGR03098', 'TIGR02262', 'TIGR01733', 'TIGR02275', 'TIGR03208', 'TIGR03205', 'TIGR01923', 'TIGR01734', 'TIGR02188', 'TIGR01217', 'TIGR02316', 'AMP-binding_C', 'TIGR02372', 'AfsA']"
WP_040493787.1,"['DLH', 'Peptidase_S9']"
WP_206537684.1,"['Methyltransf_11', 'Methyltransf_25', 'Methyltransf_23', 'Ubie_methyltran', 'TIGR01934', 'TIGR02752', 'Methyltransf_12', 'Methyltransf_31', 'Methyltransf_8', 'TIGR02072']"
WP_040493789.1,"['APH', 'BiPBP_C']"
WP_018505459.1,['OB_aCoA_assoc']
WP_018505801.1,['Thiolase_N']
WP_018505802.1,"['TetR_N', 'TIGR03384', 'TIGR03613', 'TIGR03968', 'TetR_C_6', 'Put_DNA-bind_N']"
WP_018505803.1,"['TIGR03564', 'TIGR03559', 'TIGR03555', 'TIGR03621', 'TIGR03854', 'TIGR03620', 'TIGR03619', 'TIGR04465', 'TIGR03842', 'TIGR03557', 'TIGR03560', 'TIGR04027', 'TIGR03565', 'TIGR03554', 'TIGR03571', 'TIGR03885', 'TIGR04021', 'TIGR03558', 'LYTB', 'TIGR00216']"
WP_020572812.1,"['Aldedh', 'TIGR02518', 'TIGR02288', 'Lipase_GDSL_2', 'BRK']"
WP_018505805.1,['TIGR03969']
WP_026240363.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_018505807.1,"['TIGR03962', 'TIGR04545', 'TIGR04303', 'TIGR04053', 'TIGR04055', 'TIGR04347', 'TIGR04051', 'TIGR03913', 'TIGR04054', 'TIGR04546', 'TIGR02109', 'TIGR04251', 'TIGR04133', 'TIGR04340', 'TIGR04250', 'TIGR04103', 'TIGR02668', 'Radical_SAM', 'TIGR04082', 'TIGR02666', 'TIGR04317', 'TIGR04403', 'TIGR04167', 'TIGR03942', 'TIGR04466', 'TIGR03961', 'TIGR04163', 'TIGR04085', 'TIGR04311', 'TIGR03470', 'TIGR04304', 'TIGR04084', 'TIGR03974', 'TIGR04321', 'TIGR03977', 'TIGR04064', 'TIGR04463', 'TIGR04083', 'TIGR04269', 'TIGR04080', 'TIGR04280', 'TIGR02495', 'SPASM', 'TIGR03963', 'TIGR04115', 'TIGR03906', 'TIGR04349', 'TIGR04478', 'Fer4_12', 'Fer4_14', 'TIGR03978', 'TIGR03972', 'TIGR03365', 'TIGR02493', 'TIGR04068', 'DUF945']"
WP_018505808.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'TIGR01304', 'NMO', 'Glu_synthase', 'TIGR03151', 'TIGR01303', 'TIGR01305', 'His_biosynth', 'TIGR01306', 'ThiG', 'G3P_antiterm', 'TIGR00007', 'TIGR01919', 'TIGR01037', 'Dus']"
WP_154677338.1,"['TIGR03964', 'TIGR01598']"
WP_020572813.1,"['TIGR04504', 'TIGR02685', 'KR', 'Epimerase', 'TIGR01179', 'TIGR02823', 'TIGR03466', 'TIGR01214']"
WP_018505811.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'TIGR03937', 'Glyco_trans_2_3', 'Glyco_transf_21', 'TIGR04242', 'TIGR03469', 'Glyco_tranf_2_2', 'TIGR04283', 'TIGR01556', 'TIGR04440', 'TIGR03472']"
WP_018505812.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'TIGR03384', 'HTH_Tnp_1_2']"
WP_018505813.1,"['TIGR02416', 'MoCoBD_1', 'TIGR03311', 'TIGR03313', 'Ald_Xan_dh_C', 'TIGR02969']"
WP_018505814.1,"['COXG', 'Polyketide_cyc2', 'AHSA1']"
WP_017593151.1,"['TIGR04503', 'ETF', 'Glyco_transf_4']"
WP_017593152.1,"['Fer4_2', 'TIGR04105', 'Fer4_9', 'Fer4_7', 'TIGR02179', 'TIGR04041', 'TIGR03287', 'TIGR02700', 'Fer4_21', 'Fer4_10', 'Fer4_6', 'TIGR02951', 'TIGR02066', 'Fer4_11', 'TIGR02060', 'TIGR03294', 'ETF_QO', 'TIGR03149', 'Fer4_8', 'Fer4', 'TIGR03478', 'TIGR03336', 'TIGR00402', 'Fer4_17', 'TIGR01582', 'Fer4_4', 'TIGR01660', 'TIGR04395', 'TIGR02163', 'TIGR04270', 'TIGR02936', 'TIGR02494', 'TIGR00397', 'TIGR02512', 'Fer4_16', 'Fer4_3']"
WP_017593153.1,"['TIGR02032', 'DAO', 'FAD_binding_3', 'FAD_oxidored', 'TIGR02028', 'Pyr_redox_2', 'NAD_binding_8', 'FAD_binding_2', 'HI0933_like', 'TIGR01988', 'TIGR01790', 'TIGR03467', 'TIGR02734', 'TIGR00292', 'TIGR03197', 'TIGR00275', 'Thi4', 'Trp_halogenase', 'TIGR03997', 'TIGR01373', 'TIGR04542', 'TIGR01813', 'TIGR01316', 'GIDA', 'TIGR01317', 'Pyr_redox_3', 'TIGR04018', 'TIGR01372', 'TIGR03315', 'TIGR01292', 'TIGR01350', 'Lycopene_cycl', 'TIGR01377', 'TIGR03364', 'TIGR02053', 'Pyr_redox', 'TIGR01984', 'TIGR01318', 'TIGR01812', 'TIGR03140', 'TIGR03143', 'TIGR03378', 'TIGR02352', 'TIGR01816', 'TIGR02732', 'TIGR00137', 'TIGR00507', 'TIGR00136']"
WP_241485004.1,['ETF_alpha']
WP_017593155.1,"['TIGR03997', 'TIGR01317', 'FAD_oxidored', 'Pyr_redox_2', 'TIGR03315', 'NAD_binding_8', 'TIGR01350', 'FAD_binding_2', 'TIGR01372', 'TIGR00275', 'HI0933_like', 'TIGR01316', 'GIDA', 'TIGR03467', 'TIGR02032', 'TIGR02023', 'DAO', 'TIGR03364', 'Pyr_redox', 'TIGR01318', 'TIGR02734', 'TIGR01813', 'TIGR01292', 'TIGR02733', 'FAD_binding_3', 'TIGR00292', 'TIGR03140', 'TIGR02053', 'AlaDh_PNT_C', 'TIGR00562', 'TIGR01421', 'Pyr_redox_3', 'TIGR02028', 'TIGR01424', 'Thi4', 'Dus', 'LEH', 'TIGR03143', 'TIGR00737', 'TIGR03267', 'NAD_binding_7', 'TIGR04018', 'TIGR03197', 'PA', 'TIGR01438', 'ADSL_C', 'TIGR01790', 'TIGR00136']"
WP_017593156.1,"['TIGR03996', 'TIGR03997', 'Oxidored_FMN', 'Pyr_redox_2', 'Pyr_redox', 'TIGR01372', 'FAD_oxidored', 'NAD_binding_8', 'FAD_binding_3', 'TIGR03467', 'FAD_binding_2', 'TIGR01318', 'HI0933_like', 'TIGR00292', 'Thi4', 'TIGR00275', 'TIGR02733', 'TIGR02032', 'TIGR01317', 'DAO', 'TIGR01350', 'TIGR01790', 'TIGR02734', 'GIDA', 'TIGR03197', 'TIGR02053', 'TIGR01316', 'TIGR01988', 'TIGR03315', 'TIGR03140', 'Pyr_redox_3', 'TIGR02028', 'Amino_oxidase', 'TIGR02023', 'TIGR03385', 'Lycopene_cycl', 'TIGR00562', 'TIGR02352', 'TIGR04018', 'AlaDh_PNT_C', 'TIGR00031', 'TIGR03452', 'TIGR03377', '3HCDH_N', 'TIGR03364']"
WP_017593157.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR02109', 'TIGR04546', 'TIGR03913', 'TIGR04251', 'TIGR04250', 'TIGR04133', 'TIGR02668', 'TIGR04103', 'TIGR02666', 'Radical_SAM', 'TIGR04317', 'TIGR04340', 'TIGR04403', 'TIGR04082', 'TIGR04466', 'TIGR04167', 'TIGR04311', 'TIGR04085', 'TIGR03942', 'TIGR04280', 'TIGR02495', 'TIGR04064', 'TIGR03961', 'TIGR03977', 'TIGR04083', 'TIGR04084', 'TIGR04321', 'TIGR03974', 'TIGR04163', 'TIGR04463', 'TIGR03470', 'TIGR03906', 'TIGR03963', 'TIGR04304', 'TIGR04080', 'TIGR03978', 'SPASM', 'TIGR04349', 'Fer4_14', 'TIGR04068', 'TIGR04269', 'TIGR04426', 'Fer4_12', 'TIGR03365', 'TIGR04115', 'TIGR04478', 'NIR_SIR_ferr', 'TIGR04078', 'TIGR01768', 'TIGR02493', 'TIGR03972', 'TIGR04150']"
WP_017593158.1,"['Mycofactocin_RRE', 'TIGR03967', 'Ad_Cy_reg']"
WP_017593159.1,['TIGR03969']
WP_017593160.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'TIGR03384', 'TIGR02366', 'HTH_Tnp_1_2', 'HTH_29']"
WP_017593161.1,['Uma2']
WP_017593162.1,"['TIGR04559', 'Lactamase_B', 'TIGR03413']"
WP_017593163.1,"['TIGR04515', 'p450']"
WP_081620538.1,"['TIGR01297', 'Cation_efflux', 'ZT_dimer', 'BDM', 'PSD2', 'Spore_YhcN_YlaJ']"
WP_026120294.1,"['HTH_5', 'HTH_20', 'MarR_2', 'HTH_27', 'TrmB', 'TIGR01884', 'HTH_34', 'PaaX', 'Penicillinase_R', 'TIGR02277', 'HTH_Crp_2', 'TIGR02698', 'MarR', 'Fe_dep_repress', 'Rrf2', 'DprA_WH', 'PadR', 'Cdc6_C', 'HTH_24']"
WP_017593166.1,"['MFS_1', 'TIGR00880', 'TIGR00895', 'TIGR00711', 'TIGR00893', 'TIGR00891', 'TIGR00710', 'MFS_4', 'Sugar_tr', 'TIGR00898', 'TIGR00881', 'TIGR00894', 'TIGR01299', 'Cpta_toxin']"
WP_083865142.1,['Flavin_Reduct']
WP_245547396.1,"['MerR_1', 'MerR', 'TIGR02044', 'TIGR02051', 'TIGR02043', 'TIGR02047', 'TIGR01950', 'Glyoxalase', 'MerR-DNA-bind', 'TIGR02054', 'Glyoxalase_4']"
WP_040838356.1,['TIGR04081']
WP_040838358.1,"['TetR_N', 'TIGR03968', 'TIGR03384', 'TIGR03613', 'TetR_C_24', 'Xre-like-HTH', 'HTH_Tnp_1_2', 'TIGR02366', 'HTH_18', 'HTH_10', 'TetR_C_34', 'Sigma70_r4_2', 'DUF134', 'HTH_AraC']"
WP_157228951.1,['Ribosomal_L4']
WP_040838360.1,"['TIGR03970', 'TIGR01810', 'TIGR04542', 'GMC_oxred_N', 'GMC_oxred_C', 'TIGR02462', 'FAD_binding_2', 'DAO', 'NAD_binding_8', 'NAD_binding_9', 'Lycopene_cycl', 'Pyr_redox_2', 'TIGR02352']"
WP_040838362.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'TIGR03937', 'Glyco_tranf_2_2', 'Glyco_transf_21', 'TIGR04283', 'Glyco_trans_2_3', 'TIGR01556', 'TIGR03030', 'TIGR03472', 'TIGR04242', 'Glyco_transf_49']"
WP_083865143.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04053', 'TIGR04303', 'TIGR04347', 'TIGR04054', 'TIGR04051', 'TIGR02109', 'TIGR04251', 'TIGR03913', 'TIGR04546', 'Mycofactocin_RRE', 'TIGR03967', 'TIGR04133', 'TIGR04250', 'TIGR02668', 'Radical_SAM', 'TIGR04103', 'TIGR04340', 'TIGR02666', 'TIGR04167', 'TIGR04082', 'TIGR04317', 'TIGR04403', 'TIGR04466', 'TIGR03942', 'TIGR03961', 'TIGR03974', 'TIGR04311', 'TIGR03470', 'TIGR04085', 'TIGR04084', 'TIGR04163', 'TIGR04083', 'TIGR03977', 'TIGR04064', 'TIGR04463', 'TIGR04321', 'TIGR04080', 'TIGR02495', 'TIGR04280', 'TIGR03906', 'TIGR04269', 'TIGR03978', 'TIGR04068', 'TIGR04304', 'TIGR03963', 'SPASM', 'TIGR04115', 'Fer4_12', 'TIGR03365', 'TIGR04150', 'TIGR04478', 'Fer4_14', 'TIGR03972', 'NIR_SIR_ferr', 'TIGR04078', 'TIGR04261', 'TIGR04349', 'YflT', 'TIGR04148', 'TIGR02493']"
WP_083865144.1,['TIGR03969']
WP_051163133.1,"['TetR_C_1', 'TetR_N', 'TIGR03384', 'Rubella_E1']"
WP_040838424.1,"['TIGR02160', 'TIGR02008', 'Fer2', 'NAD_binding_1', 'TIGR01941', 'FAD_binding_6', 'NAD_binding_6', 'Fer2_3', 'TIGR02911', 'TIGR01931']"
WP_040838363.1,"['PhdYeFM_antitox', 'TIGR01552']"
WP_157228952.1,['PIN']
WP_040838367.1,"['TIGR00067', 'Asp_Glu_race', 'TIGR00035', 'Formyl_trans_N']"
WP_040838426.1,"['Pyr_redox_2', 'TIGR02374', 'TIGR03385', 'TIGR01350', 'Pyr_redox', 'TIGR02053', 'TIGR01424', 'TIGR03452', 'Reductase_C', 'TIGR01421', 'TIGR03169', 'TIGR01423', 'TIGR01438', 'TIGR01292', 'TIGR03140', 'TIGR01316', 'NAD_binding_8', 'TIGR03197', 'DAO', 'TIGR03467', 'FAD_binding_2', 'GIDA', 'Pyr_redox_3', 'TIGR01988', 'TIGR03143', 'Amino_oxidase', 'TIGR04369', 'Lycopene_cycl', 'TIGR04018', 'Trp_halogenase', 'TrkA_N', 'TIGR00551', 'ApbA', 'TIGR01317', 'FAD_binding_3', 'NAD_binding_9', 'TIGR00137', 'TIGR03315', 'TIGR01813', 'TIGR00136', '3HCDH_N', 'TIGR03026', 'TIGR01176', '2-Hacid_dh_C', 'TIGR04542', 'Epimerase', 'TIGR02734', 'ThiF', 'TIGR01984', 'Shikimate_DH', 'TIGR02352', 'TIGR02032', 'NAD_binding_7', 'TIGR01790', 'TIGR01318', 'TIGR01812', 'HI0933_like']"
WP_040838369.1,"['SPW', 'YtpI', 'DUF6234', 'DUF6232', 'DUF4231', 'MHYT', 'Peptidase_M48_N', 'YiaAB', 'DUF3925']"
WP_017936740.1,"['TIGR03339', 'LysR_substrate', 'TIGR02424', 'HTH_1', 'TIGR03418', 'TIGR03298', 'TIGR02036']"
WP_198290044.1,"['CoA_transf_3', 'TIGR03253', 'TIGR04253']"
WP_017936745.1,"['Aldedh', 'TIGR02288', 'TIGR02518']"
WP_017936746.1,"['TIGR03971', 'TIGR01829', 'TIGR01831', 'TIGR03325', 'TIGR02685', 'KR', 'TIGR02622', 'Epimerase']"
WP_017936747.1,"['TIGR01692', 'NAD_binding_2', 'NAD_binding_11', 'F420_oxidored', '2-Hacid_dh_C', 'NAD_binding_10', 'TIGR03026', 'TIGR00872', 'TIGR00112', 'UDPG_MGDP_dh', 'Shikimate_DH', 'ArsR']"
WP_017936748.1,"['TIGR01830', 'adh_short', 'TIGR03206', 'TIGR01829', 'TIGR01963', 'TIGR03971', 'TIGR02415', 'TIGR01832', 'TIGR04504', 'TIGR04316', 'TIGR01831', 'TIGR02632', 'TIGR03325', 'KR', 'TIGR02685', 'Epimerase', 'TIGR01289', 'TIGR03466', 'TIGR00936', 'AdoHcyase_NAD', 'Shikimate_DH', 'THF_DHG_CYH_C', 'TIGR01500', '2-Hacid_dh_C', 'AlaDh_PNT_N', 'NAD_binding_7']"
WP_017936749.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'TIGR03384', 'HTH_29', 'HTH_23', 'HTH_Tnp_1_2', 'Sigma70_r4', 'HTH_11', 'Sigma70_r4_2']"
WP_017936750.1,['TIGR03969']
WP_017936751.1,"['TIGR03962', 'TIGR04545', 'TIGR04303', 'TIGR04055', 'TIGR04053', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR02109', 'TIGR03913', 'TIGR04546', 'TIGR04250', 'TIGR04251', 'TIGR04133', 'Radical_SAM', 'TIGR02668', 'TIGR04103', 'TIGR04403', 'TIGR04340', 'TIGR04082', 'TIGR02666', 'TIGR04317', 'TIGR03942', 'TIGR04167', 'TIGR03470', 'TIGR03974', 'TIGR03961', 'TIGR04083', 'TIGR04311', 'TIGR04163', 'TIGR04085', 'TIGR04084', 'TIGR04064', 'TIGR04466', 'Mycofactocin_RRE', 'TIGR03967', 'TIGR03977', 'TIGR04280', 'TIGR04463', 'TIGR04080', 'TIGR04321', 'TIGR04068', 'TIGR03978', 'TIGR03906', 'TIGR04269', 'TIGR02495', 'TIGR04304', 'TIGR04261', 'TIGR04334', 'TIGR04478', 'TIGR03963', 'SPASM', 'TIGR03365', 'Fer4_12', 'TIGR04148', 'Fer4_14', 'TIGR04078', 'TIGR02493', 'TIGR04041', 'TIGR04349', 'TIGR04278', 'TIGR04136']"
WP_017936752.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'NMO', 'Glu_synthase', 'TIGR03151', 'His_biosynth', 'TIGR01304', 'TIGR01303', 'ThiG', 'Dus', 'TIGR01305', 'TIGR00007', 'DHO_dh', 'TIGR01306', 'G3P_antiterm', 'TIGR01037']"
WP_017936753.1,['TIGR03964']
WP_017936754.1,"['TIGR04504', 'TIGR02685', 'TIGR03325', 'TIGR03206', 'KR', 'Epimerase', 'TIGR01179', 'DUF726']"
WP_017936755.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'TIGR03937', 'TIGR04283', 'Glyco_trans_2_3', 'Glyco_transf_21', 'TIGR04242', 'TIGR03469', 'TIGR04440', 'TIGR04182', 'TIGR01556', 'Glyco_tranf_2_2', 'TIGR03111', 'DUF374']"
WP_017936756.1,"['TIGR03971', 'adh_short', 'TIGR02415', 'TIGR01830', 'TIGR01963', 'TIGR01829', 'TIGR01832', 'TIGR04316', 'TIGR02632', 'TIGR01831', 'TIGR03206', 'TIGR03325', 'TIGR02685', 'KR', 'TIGR01500', 'ChrB_N']"
WP_017936757.1,"['TetR_N', 'TIGR03384', 'TIGR03968', 'TetR_C_31', 'TIGR02134']"
WP_017936758.1,"['APH', 'TIGR02721', 'DUF1679']"
WP_017936759.1,"['TIGR03207', 'Acyl-CoA_dh_1', 'TIGR03203', 'Acyl-CoA_dh_M', 'TIGR03204', 'Acyl-CoA_dh_N', 'TIGR04022', 'Acyl-CoA_dh_2', 'HpaB_N']"
WP_018157865.1,"['PKD_4', 'PKD']"
WP_018157866.1,"['TIGR02983', 'TIGR02937', 'TIGR02985', 'Sigma70_r4_2', 'Sigma70_r4', 'TIGR02954', 'TIGR02989', 'TIGR02984', 'TIGR02950', 'TIGR02952', 'TIGR02959', 'TIGR02957', 'TIGR02939', 'TIGR02948', 'Sigma70_r2', 'TIGR02960', 'TIGR02999', 'TIGR02943', 'TIGR02980', 'Sigma70_ECF', 'TIGR02947', 'TIGR02479', 'GerE', 'TIGR02885', 'TIGR01637', 'UPF0122', 'TIGR03001', 'TIGR02997', 'TIGR03879', 'TIGR02850', 'TIGR02392', 'TIGR02835', 'KORA', 'TIGR02941', 'Terminase_5', 'TIGR02846', 'Phage_antitermQ', 'Xre-like-HTH', 'HTH_23', 'DUF1492', 'GlnD_UR_UTase', 'HTH_24', 'MarR', 'HTH_Crp_2', 'DUF134', 'HTH_10', 'DUF4849', 'TIGR02394', 'GntR']"
WP_018157867.1,"['FtsJ', 'TIGR00438', 'TIGR00478', 'Methyltransf_23']"
WP_018157868.1,"['SpoU_methylase', 'TIGR00186', 'TIGR00185', 'TIGR00050']"
WP_018157869.1,"['Clp_N', 'TIGR03346', 'FoP_duplication']"
WP_083915574.1,"['HTH_11', 'Sigma70_r4_2', 'Sigma70_r4', 'HTH_23', 'UPF0122', 'HTH_AsnC-type', 'TIGR02937']"
WP_018157871.1,"['TIGR00831', 'Na_H_Exchanger', 'TIGR00840', 'TIGR00844']"
WP_018157872.1,['TIGR03969']
WP_018157873.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_018157874.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR04251', 'TIGR03913', 'TIGR04546', 'TIGR04250', 'TIGR02109', 'TIGR04133', 'TIGR04340', 'Radical_SAM', 'TIGR04103', 'TIGR02668', 'TIGR04082', 'TIGR02666', 'TIGR03942', 'TIGR04317', 'TIGR04403', 'TIGR04167', 'TIGR04163', 'TIGR04084', 'TIGR03974', 'TIGR03961', 'TIGR03470', 'TIGR04466', 'TIGR04085', 'TIGR04311', 'TIGR04064', 'TIGR04083', 'TIGR03977', 'TIGR04321', 'TIGR04080', 'TIGR04269', 'TIGR04463', 'TIGR04280', 'TIGR04068', 'TIGR03978', 'TIGR02495', 'TIGR04261', 'TIGR03963', 'TIGR03906', 'TIGR04304', 'TIGR04478', 'SPASM', 'Fer4_12', 'TIGR03365', 'TIGR04334', 'TIGR02493', 'Fer4_14', 'TIGR04349', 'TIGR04078', 'TIGR04041', 'TIGR04150', 'TIGR04148', 'TIGR03972', 'TIGR02494', 'YflT', 'TIGR04278']"
WP_018157875.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'Glu_synthase', 'TIGR01302', 'TIGR01304', 'DHO_dh', 'His_biosynth', 'ThiG', 'TIGR01037', 'TIGR00007', 'TIGR03151', 'TIGR00419', 'NMO', 'TIGR01306', 'TIGR01305']"
WP_018157876.1,"['TIGR03964', 'TIGR04448']"
WP_018157877.1,"['TIGR04504', 'TIGR04316', 'TIGR01829', 'TIGR01832', 'TIGR02632', 'TIGR03206', 'TIGR02685', 'TIGR01831', 'TIGR03325', 'KR', 'Epimerase', 'GDP_Man_Dehyd', 'DUF726', 'DUF4777']"
WP_018157878.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'Glyco_trans_2_3', 'TIGR03937', 'Glyco_transf_21', 'TIGR04283', 'Glyco_tranf_2_2', 'TIGR01556', 'TIGR04440', 'TIGR04242', 'TIGR04182']"
WP_018157879.1,"['TIGR04266', 'TIGR02638', 'TIGR03405', 'Fe-ADH_2']"
WP_018157880.1,"['AAA_5', 'TIGR02640', 'AAA_16', 'AAA', 'AAA_3', 'TIGR00763', 'TIGR00678', 'TIGR02639', 'AAA_22', 'AAA_6', 'NACHT', 'RuvB_N', 'CbbQ_C', 'TIGR03346', 'AAA_18', 'TIGR02397', 'AAA_14', 'TsaE', 'AAA_33', 'TIGR00635', 'AAA_30', 'Mg_chelatase', 'TIP49', 'MutS_III', 'Sigma54_activat', 'AAA_2', 'MCM', 'GREB1_C', 'AAA_19', 'Sigma54_activ_2', 'TIGR00390', 'RNA_helicase', 'bpMoxR', 'TIGR00150', 'Rad17']"
WP_026181320.1,['VWA_CoxE']
WP_018177847.1,"['TIGR04542', 'GMC_oxred_C', 'GMC_oxred_N', 'TIGR03197', 'TIGR02032', 'DAO', 'GIDA', 'Pyr_redox_2', 'Pyr_redox_3', 'HI0933_like', 'TIGR01810', 'TIGR00275', 'NAD_binding_8', 'Lycopene_cycl', 'TIGR04046', 'FAD_binding_2', 'FAD_binding_3', 'TIGR01372', 'TIGR01790', 'TIGR02352', 'TIGR01317', 'TIGR02279', 'TIGR01316', 'TIGR03467', 'TIGR01377', 'TIGR02462', 'Pyr_redox', 'TIGR01988', 'TIGR04018', 'TIGR03364', 'TIGR01350', 'TIGR02356', 'ThiF', 'FAD_oxidored', 'TIGR02023', 'TIGR00745', 'TIGR02734', 'Trp_halogenase', 'TIGR01984', 'ApbA', 'Thi4', '3HCDH_N', 'TIGR03378']"
WP_018177848.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_trans_2_3', 'TIGR03937', 'Glyco_tranf_2_3', 'TIGR04283', 'Glyco_transf_21', 'Glyco_tranf_2_2', 'TIGR03472', 'TIGR03030', 'TIGR00793']"
WP_018177849.1,"['TIGR03964', 'TIGR04448']"
WP_018177850.1,"['CoA_transf_3', 'TIGR03253', 'TIGR04253']"
WP_018177851.1,"['MTES_1575', 'DUF559', 'AbiEi_4']"
WP_018177852.1,"['TIGR03971', 'TIGR02685', 'KR', 'DUF1776', 'Epimerase']"
